Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living,root_class,qualifier,wikidata_ID,aphia_ID,NCBI_ID,BOLD_ID,ecotaxa_ID
planktoscope,Bacteriastrum_Mediophyceae,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,bacteriastrum,,bacteriastrum,True,True,living,full_body,Q4840004,149118.0,426670.0,87564.0,538
flowcamnet,badfocus,,,,,,,,bad focus,False,False,artefact,,,,,,
global_uvp5,badfocus<artefact,,,,,,,,bad focus,False,False,artefact,,,,,,
jedioceans,LClass_Unfocussed,,,,,,,,bad focus,False,False,artefact,,,,,,
planktoscope,badfocus_artefact,,,,,,,,bad focus,False,False,artefact,,,,,,
planktoscope,badfocus_other,,,,,,,,bad focus,False,False,artefact,,,,,,
zooscan,badfocus,,,,,,,,bad focus,False,False,artefact,,,,,,
global_uvp5,Bassia bassensis,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,bassia,bassensis,bassia bassensis,True,True,living,full_body,Q2282611,135404.0,645412.0,455875.0,344
zooscan,Bassia,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,bassia,bassensis,bassia bassensis,True,True,living,full_body,Q2282611,135404.0,645412.0,455875.0,344
syke_ifcb_2022,Beads,,,,,,,,bead,False,False,inert,,,,,,
whoi,bead,,,,,,,,bead,False,False,inert,,,,,,
planktoscope,Bellerochea,chromista,heterokontophyta,bacillariophyceae,hemiaulales,bellerocheaceae,bellerochea,,bellerochea,True,True,living,full_body,Q25366283,149305.0,210443.0,87704.0,711
global_uvp5,Beroe,animalia,ctenophora,nuda,beroida,beroidae,beroe,,beroe,True,True,living,full_body,Q3828178,106331.0,10199.0,381310.0,456;559
global_uvp5,Beroida,animalia,ctenophora,nuda,beroida,,,,beroida,True,True,living,full_body,Q496637,1261.0,37538.0,381308.0,456;559
planktoscope,Biddulphia,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,biddulphia,,biddulphia,True,True,living,full_body,Q25366246,148967.0,420276.0,603546.0,711
whoi,Bidulphia,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,biddulphia,,biddulphia,True,True,living,full_body,Q25366246,148967.0,420276.0,603546.0,711
jedioceans,LClass_Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True,living,full_body,Q25368,105.0,6544.0,70.0,112
planktoscope,Bivalvia_Mollusca,animalia,mollusca,bivalvia,,,,,bivalvia,True,True,living,full_body,Q25368,105.0,6544.0,70.0,112
sykezooscan2024,Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True,living,full_body,Q25368,105.0,6544.0,70.0,112
zoocamnet,Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True,living,full_body,Q25368,105.0,6544.0,70.0,112
zooscan,Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True,living,full_body,Q25368,105.0,6544.0,70.0,112
sykezooscan2024,Bivalvia_multiple,animalia,mollusca,bivalvia,,,,,bivalvia,True,True,living,mix,Q25368,105.0,6544.0,70.0,112
planktoscope,Bleakeleya,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,bleakeleya,,bleakeleya,True,True,living,full_body,Q25366563,163735.0,915294.0,603554.0,766
lensless,BLEPHARISMA AMERICANUM,chromista,ciliophora,heterotrichea,heterotrichida,blepharismidae,blepharisma,americanum,blepharisma americanum,True,True,living,full_body,Q49558835,178694.0,5960.0,179353.0,657
whoi,kiteflagellates,protozoa,euglenozoa,kinetoplastea,bodonida,,,,bodonida,True,True,living,full_body,Q4936724,562574.0,5653.0,2679685.0,
sykezooscan2024,Bosmina_sp,animalia,arthropoda,branchiopoda,anomopoda,bosminidae,bosmina,,bosmina,True,True,living,full_body,Q618980,106265.0,27402.0,4568.0,
zoolake,bosmina,animalia,arthropoda,branchiopoda,anomopoda,bosminidae,bosmina,,bosmina,True,True,living,full_body,Q618980,106265.0,27402.0,4568.0,
uvp6net,Trachymedusae,animalia,cnidaria,hydrozoa,trachymedusae,halicreatidae,botrynema,,botrynema,True,True,living,full_body,Q894765,117107.0,497495.0,303020.0,578
global_uvp5,Botrynema brucei,animalia,cnidaria,hydrozoa,trachymedusae,halicreatidae,botrynema,brucei,botrynema brucei,True,True,living,full_body,Q894767,117615.0,497498.0,303021.0,578
zoolake,brachionus,animalia,rotifera,eurotatoria,ploima,brachionidae,brachionus,,brachionus,True,True,living,full_body,Q3516967,134937.0,10194.0,24694.0,
global_uvp5,Cladocera,animalia,arthropoda,branchiopoda,,,,,branchiopoda,True,True,living,full_body,Q188360,1069.0,6658.0,68.0,
zoocamnet,cyphonaute,animalia,bryozoa,,,,,,bryozoa,True,True,living,full_body,Q148134,146142.0,10205.0,7.0,
zooscan,cyphonaute,animalia,bryozoa,,,,,,bryozoa,True,True,living,full_body,Q148134,146142.0,10205.0,7.0,
flowcamnet,bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
global_uvp5,bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
jedioceans,LClass_33.Air_bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
planktoscope,bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
sykezooscan2024,Bubbles,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
whoi,bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
zoocamnet,bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
zooscan,bubble,,,,,,,,bubble,False,False,artefact,,,,,,205;667;715
global_uvp5,Bythotiaridae,animalia,cnidaria,hydrozoa,anthoathecata,bythotiaridae,,,bythotiaridae,True,True,living,full_body,Q1018713,231542.0,500002.0,531721.0,460
uvp6net,Calanidae,animalia,arthropoda,copepoda,calanoida,calanidae,,,calanidae,True,True,living,full_body,Q3809091,104079.0,6835.0,1722.0,50
zoocamnet,Calanidae,animalia,arthropoda,copepoda,calanoida,calanidae,,,calanidae,True,True,living,full_body,Q3809091,104079.0,6835.0,1722.0,50
zooscan,Calanidae,animalia,arthropoda,copepoda,calanoida,calanidae,,,calanidae,True,True,living,full_body,Q3809091,104079.0,6835.0,1722.0,50
global_uvp5,with-eggs,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,egg,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_eggs,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,egg,Q478553,1100.0,6833.0,386.0,114;320;564
flowcamnet,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_flatheads,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_frillyAntennae,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_large,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_large_side_antennatucked,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_octomoms,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktonset1.0,copepod_calanoid_small_longantennae,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
planktoscope,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
sykezooscan2024,Copepoda_calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
uvp6net,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
zoocamnet,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
zooscan,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True,living,full_body,Q478553,1100.0,6833.0,386.0,114;320;564
medplanktonset,Calciopappus_caudatus,chromista,haptophyta,coccolithophyceae,syracosphaerales,syracosphaeraceae,calciopappus,caudatus,calciopappus caudatus,True,True,living,full_body,Q23059051,235924.0,418932.0,163626.0,
medplanktonset,Calciosolenia_brasiliensis,chromista,haptophyta,coccolithophyceae,syracosphaerales,calciosoleniaceae,calciosolenia,brasiliensis,calciosolenia brasiliensis,True,True,living,full_body,Q23058996,555889.0,418928.0,730257.0,
planktoscope,Callimitra,chromista,radiozoa,polycystina,nassellaria,plagiacanthidae,callimitra,,callimitra,True,True,living,full_body,Q25368413,493517.0,3138939.0,714957.0,654
planktoscope,Calocalanus,animalia,arthropoda,copepoda,calanoida,paracalanidae,calocalanus,,calocalanus,True,True,living,full_body,Q3808847,104193.0,749175.0,302291.0,135
zoocamnet,Calocalanus,animalia,arthropoda,copepoda,calanoida,paracalanidae,calocalanus,,calocalanus,True,True,living,full_body,Q3808847,104193.0,749175.0,302291.0,135
zooscan,Calocalanus pavo,animalia,arthropoda,copepoda,calanoida,paracalanidae,calocalanus,pavo,calocalanus pavo,True,True,living,full_body,Q3808842,104669.0,749177.0,302293.0,135
zoocamnet,Candaciidae,animalia,arthropoda,copepoda,calanoida,candaciidae,,,candaciidae,True,True,living,full_body,Q18196358,104080.0,207962.0,1757.0,45
zooscan,Candaciidae,animalia,arthropoda,copepoda,calanoida,candaciidae,,,candaciidae,True,True,living,full_body,Q18196358,104080.0,207962.0,1757.0,45
global_uvp5,Cannosphaeridae,chromista,cercozoa,thecofilosea,phaeosphaerida,cannosphaeridae,,,cannosphaeridae,True,True,living,full_body,Q25368851,367361.0,3077087.0,886873.0,593
global_uvp5,colonial<Cannosphaeridae,chromista,cercozoa,thecofilosea,phaeosphaerida,cannosphaeridae,,,cannosphaeridae,True,True,living,full_body,Q25368851,367361.0,3077087.0,886873.0,593
global_uvp5,Castanellidae,chromista,cercozoa,thecofilosea,phaeocalpida,castanellidae,,,castanellidae,True,True,living,full_body,Q25368808,367364.0,3457918.0,886875.0,
uvp6net,Thecosomata,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,cavolinia,inflexa,cavolinia inflexa,True,True,living,full_body,Q3806263,139029.0,1323122.0,273428.0,126;621
zooscan,Cavolinia inflexa,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,cavolinia,inflexa,cavolinia inflexa,True,True,living,full_body,Q3806263,139029.0,1323122.0,273428.0,126;621
global_uvp5,Cavoliniidae,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,,,cavoliniidae,True,True,living,full_body,Q3203064,23000.0,216329.0,193217.0,614
zoocamnet,Cavoliniidae,animalia,mollusca,gastropoda,pteropoda,cavoliniidae,,,cavoliniidae,True,True,living,full_body,Q3203064,23000.0,216329.0,193217.0,614
medplanktonset,Centric_diatoms,chromista,heterokontophyta,bacillariophyceae,centrales,,,,centrales,True,True,living,full_body,Q20670868,341285.0,33849.0,74456.0,711
syke_ifcb_2022,Centrales_sp,chromista,heterokontophyta,bacillariophyceae,centrales,,,,centrales,True,True,living,full_body,Q20670868,341285.0,33849.0,74456.0,711
planktoscope,Centropages,animalia,arthropoda,copepoda,calanoida,centropagidae,centropages,,centropages,True,True,living,full_body,Q6552632,104159.0,136182.0,5721.0,46;761
planktoscope,Centropagidae,animalia,arthropoda,copepoda,calanoida,centropagidae,,,centropagidae,True,True,living,full_body,Q3808940,104081.0,136181.0,1713.0,46;761
zoocamnet,Centropagidae,animalia,arthropoda,copepoda,calanoida,centropagidae,,,centropagidae,True,True,living,full_body,Q3808940,104081.0,136181.0,1713.0,46;761
zooscan,Centropagidae,animalia,arthropoda,copepoda,calanoida,centropagidae,,,centropagidae,True,True,living,full_body,Q3808940,104081.0,136181.0,1713.0,46;761
global_uvp5,Cephalopoda,animalia,mollusca,cephalopoda,,,,,cephalopoda,True,True,living,full_body,Q128257,11707.0,6605.0,24.0,110;590
planktoscope,Cerataulina,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,cerataulina,,cerataulina,True,True,living,full_body,Q19774023,149236.0,1003030.0,603458.0,713
whoi,Cerataulina,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,cerataulina,,cerataulina,True,True,living,full_body,Q19774023,149236.0,1003030.0,603458.0,713
whoi,Cerataulina_flagellate,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,cerataulina,,cerataulina,True,True,living,full_body,Q19774023,149236.0,1003030.0,603458.0,713
whoi,DactFragCerataul,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,cerataulina,,cerataulina,True,True,living,full_body,Q19774023,149236.0,1003030.0,603458.0,713
medplanktonset,Cerataulina_pelagica,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,cerataulina,pelagica,cerataulina pelagica,True,True,living,full_body,Q67883482,149619.0,1003031.0,603459.0,713
whoi,Ceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,ceratium,,ceratium,True,True,living,full_body,Q287907,109506.0,2915.0,317197.0,240
zoolake,ceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,ceratium,,ceratium,True,True,living,full_body,Q287907,109506.0,2915.0,317197.0,240
flowcamnet,Ceratocorys,chromista,myzozoa,dinophyceae,gonyaulacales,ceratocoryaceae,ceratocorys,,ceratocorys,True,True,living,full_body,Q18606265,109507.0,66799.0,317120.0,482
planktoscope,Ceratocorys,chromista,myzozoa,dinophyceae,gonyaulacales,ceratocoryaceae,ceratocorys,,ceratocorys,True,True,living,full_body,Q18606265,109507.0,66799.0,317120.0,482
planktoscope,Ceratocorys horrida,chromista,myzozoa,dinophyceae,gonyaulacales,ceratocoryaceae,ceratocorys,horrida,ceratocorys horrida,True,True,living,full_body,Q2205523,109986.0,66800.0,317121.0,482
syke_ifcb_2022,Ceratoneis_closterium,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ceratoneis,closterium,ceratoneis closterium,True,True,living,full_body,Q127325586,163932.0,2856.0,74458.0,711
medplanktonset,Ceratoperidinium_margalefii,chromista,myzozoa,dinophyceae,gymnodiniales,warnowiaceae,ceratoperidinium,margalefii,ceratoperidinium margalefii,True,True,living,full_body,Q68452340,233161.0,1389943.0,317015.0,240
global_uvp5,Ceriantharia,animalia,cnidaria,hexacorallia,ceriantharia,,,,ceriantharia,True,True,living,full_body,Q245695,1361.0,37512.0,265667.0,
sykezooscan2024,Ceriodaphnia_sp,animalia,arthropoda,branchiopoda,anomopoda,daphniidae,ceriodaphnia,,ceriodaphnia,True,True,living,full_body,Q6549092,148376.0,77671.0,4592.0,
global_uvp5,Cestidae,animalia,ctenophora,tentaculata,cestida,cestidae,,,cestidae,True,True,living,full_body,Q2947068,106318.0,27920.0,531794.0,456;559
planktonset1.0,ctenophore_cestid,animalia,ctenophora,tentaculata,cestida,cestidae,,,cestidae,True,True,living,full_body,Q2947068,106318.0,27920.0,531794.0,456;559
flowcamnet,Chaetoceros,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
medplanktonset,Chaetoceros_curvisetus_Chaetoceros_pseudocurvisetus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
medplanktonset,Chaetoceros_protuberans_Chaetoceros_didymus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
medplanktonset,Chaetoceros_spp,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
planktoscope,Chaetoceros inter epibiont,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
planktoscope,Chaetoceros_Mediophyceae,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
planktoscope,setae_Chaetoceros,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
whoi,Chaetoceros,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
whoi,Chaetoceros_flagellate,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
whoi,Chaetoceros_other,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
whoi,Chaetoceros_pennate,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
syke_ifcb_2022,Chaetoceros_sp,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
syke_ifcb_2022,Chaetoceros_sp_single,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True,living,full_body,Q1761179,148985.0,49237.0,87566.0,540;734;754;760
planktoscope,Chaetoceros affinis,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,affinis,chaetoceros affinis,True,True,living,full_body,Q49620299,149241.0,426623.0,202268.0,540;734;754;760
medplanktonset,Chaetoceros_anastomonsans,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,anastomosans,chaetoceros anastomosans,True,True,living,full_body,Q67881399,149292.0,2082233.0,87566.0,540;734;754;760
planktoscope,Chaetoceros dadayi,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,dadayi,chaetoceros dadayi,True,True,living,full_body,Q67881815,148985.0,49237.0,87566.0,734
medplanktonset,Chaetoceros_danicus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,danicus,chaetoceros danicus,True,True,living,full_body,Q49620201,149120.0,426631.0,87566.0,540;734;754;760
planktoscope,Chaetoceros danicus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,danicus,chaetoceros danicus,True,True,living,full_body,Q49620201,149120.0,426631.0,87566.0,540;734;754;760
medplanktonset,Chaetoceros_decipiens,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,decipiens,chaetoceros decipiens,True,True,living,full_body,Q49622035,149126.0,655751.0,187435.0,540;734;754;760
whoi,Chaetoceros_didymus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,didymus,chaetoceros didymus,True,True,living,full_body,Q2947528,149122.0,49238.0,461601.0,540;734;754;760
